user_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,poutcome,y
BA2201112,44,blue-collar,married,postgraduate,no,yes,no,telephone,may,wed,248,nonexistent,no
BA2201113,30,blue-collar,married,postgraduate,no,no,no,telephone,may,wed,275,nonexistent,no
BA2201114,34,management,married,undergraduate,no,no,no,telephone,may,wed,984,nonexistent,no
BA2201115,54,admin.,divorced,undergraduate,no,no,no,telephone,may,wed,1689,nonexistent,yes
BA2201116,58,self-employed,married,junior college,no,yes,no,telephone,may,wed,84,nonexistent,no
BA2201117,29,services,married,high school,no,yes,yes,telephone,may,wed,27,nonexistent,no
BA2201118,41,entrepreneur,married,undergraduate,no,no,no,telephone,may,wed,130,nonexistent,no
BA2201119,53,blue-collar,married,postgraduate,,yes,no,telephone,may,wed,489,nonexistent,no
BA2201120,35,admin.,married,undergraduate,no,no,no,telephone,may,wed,41,nonexistent,no
BA2201121,34,blue-collar,single,postgraduate,no,no,no,telephone,may,wed,159,nonexistent,no
BA2201122,36,blue-collar,single,,no,yes,no,telephone,may,wed,276,nonexistent,no
BA2201123,31,blue-collar,married,postgraduate,no,no,no,telephone,may,wed,196,nonexistent,no
BA2201124,59,retired,married,postgraduate,,no,no,telephone,may,wed,81,nonexistent,no
BA2201125,49,technician,married,junior college,,,,telephone,may,wed,865,nonexistent,no
BA2201126,37,management,married,high school,,no,no,telephone,may,wed,149,nonexistent,no
BA2201127,50,management,married,undergraduate,no,yes,no,telephone,may,wed,281,nonexistent,no
BA2201128,34,services,married,high school,no,no,no,telephone,may,wed,122,nonexistent,no
BA2201129,32,admin.,married,undergraduate,,no,no,telephone,may,wed,361,nonexistent,no
BA2201130,45,blue-collar,married,postgraduate,,yes,no,telephone,may,wed,944,nonexistent,no
BA2201131,39,management,married,undergraduate,no,yes,no,telephone,may,wed,319,nonexistent,no
BA2201132,43,,married,high school,,no,no,telephone,may,wed,35,nonexistent,no
BA2201133,43,blue-collar,married,postgraduate,,no,no,telephone,may,wed,143,nonexistent,no
BA2201134,52,blue-collar,married,postgraduate,,no,no,telephone,may,wed,22,nonexistent,no
BA2201135,54,blue-collar,married,postgraduate,no,yes,no,telephone,may,wed,90,nonexistent,no
BA2201136,54,blue-collar,married,postgraduate,no,yes,no,telephone,may,wed,505,nonexistent,no
BA2201137,31,services,single,high school,no,yes,no,telephone,may,wed,17,nonexistent,no
BA2201138,35,blue-collar,married,postgraduate,no,no,no,telephone,may,wed,404,nonexistent,no
BA2201139,28,admin.,married,high school,no,yes,no,telephone,may,wed,238,nonexistent,no
BA2201140,56,retired,married,postgraduate,no,yes,yes,telephone,may,wed,71,nonexistent,no
BA2201141,35,admin.,single,postgraduate,,no,no,telephone,may,wed,309,nonexistent,no
BA2201142,45,blue-collar,married,postgraduate,,no,no,telephone,may,wed,408,nonexistent,no
BA2201143,38,entrepreneur,married,postgraduate,no,no,no,telephone,may,wed,157,nonexistent,no
BA2201144,42,technician,married,junior college,no,yes,no,telephone,may,wed,280,nonexistent,no
BA2201145,44,blue-collar,married,postgraduate,no,no,no,telephone,may,wed,374,nonexistent,no
BA2201146,58,admin.,divorced,undergraduate,no,yes,no,telephone,may,wed,365,nonexistent,no
BA2201147,43,admin.,divorced,high school,no,yes,no,telephone,may,thu,177,nonexistent,no
BA2201148,37,technician,married,junior college,no,yes,no,telephone,may,thu,238,nonexistent,no
BA2201149,45,blue-collar,married,postgraduate,,no,no,telephone,may,thu,31,nonexistent,no
BA2201150,59,retired,married,undergraduate,no,no,no,telephone,may,thu,425,nonexistent,no
BA2201151,50,blue-collar,married,postgraduate,,no,no,telephone,may,thu,77,nonexistent,no
BA2201152,41,admin.,married,high school,no,yes,yes,telephone,may,thu,223,nonexistent,no
BA2201153,33,admin.,married,undergraduate,no,yes,no,telephone,may,thu,239,nonexistent,no
BA2201154,46,blue-collar,married,junior college,no,no,no,telephone,may,thu,116,nonexistent,no
BA2201155,30,admin.,single,high school,no,no,no,telephone,may,thu,308,nonexistent,no
BA2201156,28,services,single,high school,no,no,no,telephone,may,thu,137,nonexistent,no
BA2201157,58,admin.,married,undergraduate,no,no,yes,telephone,may,thu,162,nonexistent,no
BA2201158,43,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,134,nonexistent,no
BA2201159,39,self-employed,married,high school,no,yes,no,telephone,may,thu,175,nonexistent,no
BA2201160,25,services,married,junior college,,no,no,telephone,may,thu,125,nonexistent,no
BA2201161,39,admin.,single,,no,no,no,telephone,may,thu,211,nonexistent,no
BA2201162,42,retired,married,postgraduate,,yes,no,telephone,may,thu,180,nonexistent,no
BA2201163,43,admin.,married,high school,no,yes,no,telephone,may,thu,67,nonexistent,no
BA2201164,43,admin.,married,high school,no,no,no,telephone,may,thu,196,nonexistent,no
BA2201165,33,admin.,single,undergraduate,no,no,no,telephone,may,thu,342,nonexistent,no
BA2201166,52,,married,postgraduate,no,no,no,telephone,may,thu,156,nonexistent,no
BA2201167,42,services,married,junior college,no,yes,no,telephone,may,thu,813,nonexistent,yes
BA2201168,53,blue-collar,married,postgraduate,,no,no,telephone,may,thu,178,nonexistent,no
BA2201169,41,housemaid,married,postgraduate,no,no,no,telephone,may,thu,142,nonexistent,no
BA2201170,48,blue-collar,married,junior college,no,yes,no,telephone,may,thu,194,nonexistent,no
BA2201171,40,admin.,single,high school,no,yes,no,telephone,may,thu,132,nonexistent,no
BA2201172,40,admin.,single,high school,no,no,yes,telephone,may,thu,110,nonexistent,no
BA2201173,53,blue-collar,married,high school,,no,yes,telephone,may,thu,109,nonexistent,no
BA2201174,55,admin.,married,high school,no,no,no,telephone,may,thu,94,nonexistent,no
BA2201175,39,technician,married,junior college,no,no,no,telephone,may,thu,31,nonexistent,no
BA2201176,35,blue-collar,married,postgraduate,no,no,yes,telephone,may,thu,220,nonexistent,no
BA2201177,50,housemaid,divorced,postgraduate,,no,no,telephone,may,thu,489,nonexistent,no
BA2201178,38,services,divorced,postgraduate,no,no,no,telephone,may,thu,180,nonexistent,no
BA2201179,41,unemployed,married,postgraduate,,no,no,telephone,may,thu,314,nonexistent,no
BA2201180,44,technician,married,junior college,,no,no,telephone,may,thu,203,nonexistent,no
BA2201181,39,admin.,married,postgraduate,,no,no,telephone,may,thu,328,nonexistent,no
BA2201182,44,,married,postgraduate,no,no,no,telephone,may,thu,207,nonexistent,no
BA2201183,51,technician,married,junior college,no,no,yes,telephone,may,thu,193,nonexistent,no
BA2201184,41,technician,married,high school,no,yes,yes,telephone,may,thu,177,nonexistent,no
BA2201185,31,technician,married,junior college,no,no,no,telephone,may,thu,528,nonexistent,no
BA2201186,40,blue-collar,married,high school,no,yes,no,telephone,may,thu,183,nonexistent,no
BA2201187,38,self-employed,single,undergraduate,no,no,no,telephone,may,thu,238,nonexistent,no
BA2201188,48,blue-collar,married,postgraduate,no,no,yes,telephone,may,thu,61,nonexistent,no
BA2201189,32,admin.,married,high school,no,no,no,telephone,may,thu,70,nonexistent,no
BA2201190,46,blue-collar,single,postgraduate,no,yes,no,telephone,may,thu,541,nonexistent,yes
BA2201191,49,housemaid,married,postgraduate,,no,no,telephone,may,thu,41,nonexistent,no
BA2201192,47,blue-collar,married,postgraduate,no,yes,yes,telephone,may,thu,93,nonexistent,no
BA2201193,28,blue-collar,married,postgraduate,,no,no,telephone,may,thu,149,nonexistent,no
BA2201194,38,admin.,single,undergraduate,,yes,no,telephone,may,thu,35,nonexistent,no
BA2201195,28,blue-collar,married,postgraduate,,no,no,telephone,may,thu,262,nonexistent,no
BA2201196,51,services,married,,no,yes,no,telephone,may,thu,151,nonexistent,no
BA2201197,50,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,135,nonexistent,no
BA2201198,38,admin.,single,undergraduate,,yes,yes,telephone,may,thu,221,nonexistent,no
BA2201199,48,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,604,nonexistent,no
BA2201200,44,technician,divorced,,no,yes,no,telephone,may,thu,86,nonexistent,no
BA2201201,30,technician,married,junior college,no,no,no,telephone,may,thu,65,nonexistent,no
BA2201202,34,blue-collar,single,postgraduate,no,no,no,telephone,may,thu,380,nonexistent,no
BA2201203,36,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,11,nonexistent,no
BA2201204,41,management,married,undergraduate,,no,no,telephone,may,thu,184,nonexistent,no
BA2201205,40,blue-collar,married,postgraduate,,no,no,telephone,may,thu,405,nonexistent,no
BA2201206,35,,married,postgraduate,no,yes,yes,telephone,may,thu,20,nonexistent,no
BA2201207,46,blue-collar,married,postgraduate,,no,no,telephone,may,thu,202,nonexistent,no
BA2201208,35,,married,postgraduate,no,yes,no,telephone,may,thu,235,nonexistent,no
BA2201209,32,management,single,undergraduate,no,no,no,telephone,may,thu,75,nonexistent,no
BA2201210,34,admin.,married,undergraduate,,no,no,telephone,may,thu,134,nonexistent,no
BA2201211,35,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,255,nonexistent,no
BA2201212,28,admin.,single,junior college,no,no,no,telephone,may,thu,462,nonexistent,no
BA2201213,30,services,married,high school,,no,no,telephone,may,thu,80,nonexistent,no
BA2201214,48,unemployed,married,postgraduate,no,yes,yes,telephone,may,thu,56,nonexistent,no
BA2201215,53,blue-collar,married,junior college,no,yes,yes,telephone,may,thu,418,nonexistent,no
BA2201216,31,management,married,undergraduate,no,yes,yes,telephone,may,thu,139,nonexistent,no
BA2201217,59,retired,married,,no,yes,no,telephone,may,thu,96,nonexistent,no
BA2201218,51,unemployed,married,high school,no,yes,no,telephone,may,thu,39,nonexistent,no
BA2201219,47,services,married,high school,,yes,no,telephone,may,thu,231,nonexistent,no
BA2201220,40,technician,married,undergraduate,,no,no,telephone,may,thu,66,nonexistent,no
BA2201221,42,entrepreneur,single,undergraduate,no,yes,no,telephone,may,thu,204,nonexistent,no
BA2201222,30,housemaid,married,high school,,no,no,telephone,may,thu,159,nonexistent,no
BA2201223,40,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,129,nonexistent,no
BA2201224,30,housemaid,married,high school,,no,no,telephone,may,thu,200,nonexistent,no
BA2201225,50,entrepreneur,married,postgraduate,no,yes,no,telephone,may,thu,187,nonexistent,no
BA2201226,36,blue-collar,married,postgraduate,,no,no,telephone,may,thu,166,nonexistent,no
BA2201227,29,unemployed,single,undergraduate,no,no,no,telephone,may,thu,144,nonexistent,no
BA2201228,43,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,323,nonexistent,no
BA2201229,35,services,married,high school,no,no,no,telephone,may,thu,194,nonexistent,no
BA2201230,35,,single,postgraduate,,no,no,telephone,may,thu,82,nonexistent,no
BA2201231,48,blue-collar,divorced,postgraduate,no,no,no,telephone,may,thu,521,nonexistent,no
BA2201232,49,technician,married,junior college,no,no,no,telephone,may,thu,269,nonexistent,no
BA2201233,44,blue-collar,married,postgraduate,,no,yes,telephone,may,thu,285,nonexistent,no
BA2201234,32,blue-collar,married,junior college,no,no,no,telephone,may,thu,1119,nonexistent,yes
BA2201235,55,admin.,married,high school,no,no,no,telephone,may,thu,294,nonexistent,no
BA2201236,41,admin.,married,postgraduate,,no,yes,telephone,may,thu,106,nonexistent,no
BA2201237,27,student,single,high school,,no,no,telephone,may,thu,158,nonexistent,no
BA2201238,41,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,152,nonexistent,no
BA2201239,36,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,12,nonexistent,no
BA2201240,45,services,married,postgraduate,no,no,no,telephone,may,thu,187,nonexistent,no
BA2201241,36,blue-collar,married,high school,no,no,no,telephone,may,thu,268,nonexistent,no
BA2201242,54,technician,married,postgraduate,no,no,no,telephone,may,thu,193,nonexistent,no
BA2201243,48,admin.,married,high school,,no,yes,telephone,may,thu,95,nonexistent,no
BA2201244,32,blue-collar,married,postgraduate,,no,no,telephone,may,thu,60,nonexistent,no
BA2201245,33,management,married,undergraduate,no,no,yes,telephone,may,thu,206,nonexistent,no
BA2201246,43,blue-collar,married,postgraduate,,no,no,telephone,may,thu,155,nonexistent,no
BA2201247,44,technician,single,high school,no,no,no,telephone,may,thu,216,nonexistent,no
BA2201248,50,technician,married,junior college,no,no,no,telephone,may,thu,103,nonexistent,no
BA2239485,32,student,single,undergraduate,no,no,no,telephone,may,thu,107,nonexistent,no
BA2201250,43,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,219,nonexistent,no
BA2201251,32,student,single,undergraduate,no,yes,no,telephone,may,thu,147,nonexistent,no
BA2201252,43,blue-collar,married,postgraduate,,no,no,telephone,may,thu,190,nonexistent,no
BA2201253,40,admin.,divorced,junior college,no,yes,no,telephone,may,thu,339,nonexistent,no
BA2201254,24,services,single,high school,no,yes,yes,telephone,may,thu,198,nonexistent,no
BA2201255,32,technician,married,undergraduate,no,no,yes,telephone,may,thu,141,nonexistent,no
BA2201256,43,blue-collar,married,postgraduate,,yes,yes,telephone,may,thu,255,nonexistent,no
BA2201257,43,technician,single,undergraduate,no,yes,no,telephone,may,thu,1120,nonexistent,yes
BA2201258,35,admin.,married,undergraduate,no,yes,yes,telephone,may,thu,369,nonexistent,no
BA2201259,33,admin.,single,high school,,yes,no,telephone,may,thu,226,nonexistent,no
BA2201260,43,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,215,nonexistent,no
BA2201261,48,technician,married,junior college,,yes,no,telephone,may,thu,306,nonexistent,no
BA2201262,52,housemaid,married,postgraduate,no,no,no,telephone,may,thu,249,nonexistent,no
BA2201263,49,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,143,nonexistent,no
BA2201264,30,admin.,married,high school,no,yes,yes,telephone,may,thu,162,nonexistent,no
BA2201265,36,services,married,high school,no,yes,no,telephone,may,thu,81,nonexistent,no
BA2201266,39,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,124,nonexistent,no
BA2201267,36,admin.,divorced,undergraduate,no,no,no,telephone,may,thu,33,nonexistent,no
BA2201268,39,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,393,nonexistent,no
BA2201269,31,admin.,married,high school,no,no,no,telephone,may,thu,784,nonexistent,no
BA2201270,41,technician,married,junior college,no,yes,yes,telephone,may,thu,87,nonexistent,no
BA2201271,35,,married,postgraduate,no,no,no,telephone,may,thu,108,nonexistent,no
BA2201272,55,retired,married,undergraduate,,no,no,telephone,may,thu,207,nonexistent,no
BA2201273,57,retired,married,high school,,yes,no,telephone,may,thu,278,nonexistent,no
BA2201274,38,entrepreneur,married,postgraduate,no,yes,no,telephone,may,thu,196,nonexistent,no
BA2201275,52,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,149,nonexistent,no
BA2201276,60,services,married,high school,no,yes,no,telephone,may,thu,154,nonexistent,no
BA2201277,24,student,single,high school,no,yes,no,telephone,may,thu,287,nonexistent,no
BA2201278,38,entrepreneur,married,postgraduate,no,no,no,telephone,may,thu,229,nonexistent,no
BA2201279,44,technician,divorced,high school,no,no,no,telephone,may,thu,21,nonexistent,no
BA2201280,42,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,191,nonexistent,no
BA2201281,25,services,divorced,high school,no,yes,no,telephone,may,thu,147,nonexistent,no
BA2201282,32,admin.,married,postgraduate,no,no,no,telephone,may,thu,93,nonexistent,no
BA2201283,51,blue-collar,married,postgraduate,,no,no,telephone,may,thu,665,nonexistent,no
BA2201284,28,admin.,single,undergraduate,no,no,no,telephone,may,thu,131,nonexistent,no
BA2201285,27,housemaid,married,postgraduate,no,yes,no,telephone,may,thu,160,nonexistent,no
BA2201286,35,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,74,nonexistent,no
BA2201287,45,services,married,postgraduate,no,yes,yes,telephone,may,thu,60,nonexistent,no
BA2201288,30,services,single,high school,no,yes,no,telephone,may,thu,97,nonexistent,no
BA2201289,60,entrepreneur,married,postgraduate,no,yes,no,telephone,may,thu,82,nonexistent,no
BA2201290,28,services,single,,no,yes,no,telephone,may,thu,475,nonexistent,no
BA2201291,45,blue-collar,married,postgraduate,,no,yes,telephone,may,thu,111,nonexistent,no
BA2201292,37,unemployed,married,junior college,no,no,no,telephone,may,thu,140,nonexistent,no
BA2201293,37,unemployed,married,junior college,no,no,yes,telephone,may,thu,110,nonexistent,no
BA2201294,36,services,married,postgraduate,no,yes,no,telephone,may,thu,64,nonexistent,no
BA2201295,49,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,149,nonexistent,no
BA2201296,35,services,married,junior college,,yes,no,telephone,may,thu,156,nonexistent,no
BA2201297,34,admin.,single,high school,no,no,no,telephone,may,thu,63,nonexistent,no
BA2201298,31,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,362,nonexistent,no
BA2201299,42,admin.,married,undergraduate,,yes,no,telephone,may,thu,712,nonexistent,no
BA2201300,39,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,338,nonexistent,no
BA2201301,33,services,married,undergraduate,no,yes,no,telephone,may,thu,102,nonexistent,no
BA2201302,38,unemployed,married,high school,no,no,yes,telephone,may,thu,446,nonexistent,no
BA2201303,30,admin.,divorced,undergraduate,,no,no,telephone,may,thu,249,nonexistent,no
BA2201304,31,blue-collar,divorced,junior college,no,yes,no,telephone,may,thu,176,nonexistent,no
BA2201305,39,management,married,undergraduate,no,no,no,telephone,may,thu,1007,nonexistent,no
BA2201306,37,blue-collar,married,,,yes,no,telephone,may,thu,266,nonexistent,no
BA2201307,48,blue-collar,married,postgraduate,,no,no,telephone,may,thu,172,nonexistent,no
BA2201308,32,services,married,high school,no,no,no,telephone,may,thu,175,nonexistent,no
BA2201309,48,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,211,nonexistent,no
BA2201310,37,technician,single,undergraduate,no,yes,no,telephone,may,thu,237,nonexistent,no
BA2201311,37,technician,single,undergraduate,no,no,no,telephone,may,thu,500,nonexistent,no
BA2201312,26,services,divorced,postgraduate,no,no,no,telephone,may,thu,186,nonexistent,no
BA2201313,33,management,married,high school,,no,no,telephone,may,thu,96,nonexistent,no
BA2201314,54,admin.,married,undergraduate,no,yes,no,telephone,may,thu,98,nonexistent,no
BA2201315,37,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,364,nonexistent,no
BA2201316,35,entrepreneur,married,undergraduate,no,yes,yes,telephone,may,thu,477,nonexistent,no
BA2201317,45,admin.,married,undergraduate,no,no,no,telephone,may,thu,319,nonexistent,no
BA2201318,33,services,single,high school,no,yes,no,telephone,may,thu,789,nonexistent,no
BA2201319,54,admin.,married,undergraduate,no,no,no,telephone,may,thu,513,nonexistent,yes
BA2201320,37,blue-collar,married,postgraduate,no,no,yes,telephone,may,thu,280,nonexistent,no
BA2201321,35,blue-collar,married,postgraduate,,no,no,telephone,may,thu,170,nonexistent,no
BA2201322,33,blue-collar,divorced,postgraduate,,yes,no,telephone,may,thu,365,nonexistent,no
BA2201323,49,technician,married,junior college,no,no,no,telephone,may,thu,63,nonexistent,no
BA2201324,43,technician,married,undergraduate,no,yes,no,telephone,may,thu,159,nonexistent,no
BA2201325,43,entrepreneur,married,undergraduate,no,no,no,telephone,may,thu,177,nonexistent,no
BA2201326,39,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,108,nonexistent,no
BA2201327,47,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,194,nonexistent,no
BA2201328,30,services,divorced,high school,no,no,no,telephone,may,thu,366,nonexistent,no
BA2201329,51,admin.,divorced,undergraduate,no,yes,no,telephone,may,thu,213,nonexistent,no
BA2201330,59,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,166,nonexistent,no
BA2201331,31,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,141,nonexistent,no
BA2201332,39,unemployed,married,undergraduate,no,yes,no,telephone,may,thu,168,nonexistent,no
BA2201333,43,blue-collar,married,postgraduate,,no,no,telephone,may,thu,468,nonexistent,no
BA2201334,30,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,180,nonexistent,no
BA2201335,37,blue-collar,married,junior college,no,no,no,telephone,may,thu,195,nonexistent,no
BA2201336,42,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,352,nonexistent,no
BA2201337,37,blue-collar,married,junior college,no,yes,yes,telephone,may,thu,91,nonexistent,no
BA2201338,37,admin.,divorced,undergraduate,no,yes,no,telephone,may,thu,93,nonexistent,no
BA2201339,37,blue-collar,single,postgraduate,,yes,no,telephone,may,thu,288,nonexistent,no
BA2201340,36,management,single,postgraduate,no,no,no,telephone,may,thu,218,nonexistent,no
BA2201341,48,blue-collar,married,postgraduate,no,yes,yes,telephone,may,thu,289,nonexistent,no
BA2201342,43,services,married,high school,no,no,no,telephone,may,thu,130,nonexistent,no
BA2201343,28,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,208,nonexistent,no
BA2201344,30,admin.,divorced,high school,no,yes,no,telephone,may,thu,177,nonexistent,no
BA2201345,60,entrepreneur,married,postgraduate,no,yes,no,telephone,may,thu,442,nonexistent,no
BA2201346,31,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,101,nonexistent,no
BA2201347,38,entrepreneur,married,undergraduate,no,no,no,telephone,may,thu,166,nonexistent,no
BA2201348,50,technician,married,high school,no,yes,no,telephone,may,thu,756,nonexistent,yes
BA2201349,36,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,342,nonexistent,no
BA2201350,50,unemployed,married,junior college,no,no,no,telephone,may,thu,189,nonexistent,no
BA2201351,54,entrepreneur,married,postgraduate,,no,yes,telephone,may,thu,108,nonexistent,no
BA2201352,33,management,married,undergraduate,no,no,no,telephone,may,thu,178,nonexistent,no
BA2201353,20,entrepreneur,single,high school,no,no,no,telephone,may,thu,238,nonexistent,no
BA2201354,24,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,226,nonexistent,no
BA2201355,28,management,single,,no,yes,no,telephone,may,thu,136,nonexistent,no
BA2201356,55,housemaid,married,postgraduate,no,yes,no,telephone,may,thu,14,nonexistent,no
BA2201357,25,blue-collar,married,high school,no,no,no,telephone,may,thu,250,nonexistent,no
BA2201358,41,admin.,married,postgraduate,,yes,no,telephone,may,thu,161,nonexistent,no
BA2201359,39,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,269,nonexistent,no
BA2201360,27,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,491,nonexistent,no
BA2201361,27,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,44,nonexistent,no
BA2201362,34,blue-collar,married,postgraduate,,yes,yes,telephone,may,thu,26,nonexistent,no
BA2201363,25,technician,single,junior college,no,no,no,telephone,may,thu,22,nonexistent,no
BA2201364,48,management,married,undergraduate,,yes,no,telephone,may,thu,293,nonexistent,no
BA2201365,36,blue-collar,single,postgraduate,no,no,no,telephone,may,thu,989,nonexistent,no
BA2201366,36,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,147,nonexistent,no
BA2201367,27,blue-collar,married,postgraduate,no,no,yes,telephone,may,thu,1170,nonexistent,no
BA2201368,45,management,married,undergraduate,no,yes,yes,telephone,may,thu,807,nonexistent,no
BA2201369,28,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,347,nonexistent,no
BA2201370,30,technician,single,postgraduate,,yes,no,telephone,may,thu,58,nonexistent,no
BA2201371,43,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,534,nonexistent,no
BA2201372,32,admin.,single,high school,no,,,telephone,may,thu,155,nonexistent,no
BA2201373,29,services,single,postgraduate,no,no,no,telephone,may,thu,159,nonexistent,no
BA2201374,35,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,343,nonexistent,no
BA2240741,43,admin.,married,high school,no,yes,no,telephone,may,thu,152,nonexistent,no
BA2201376,35,,married,postgraduate,no,no,no,telephone,may,thu,461,nonexistent,no
BA2201377,36,admin.,married,high school,no,yes,no,telephone,may,thu,389,nonexistent,no
BA2201378,36,admin.,married,high school,no,no,no,telephone,may,thu,90,nonexistent,no
BA2201379,48,admin.,married,high school,,no,no,telephone,may,thu,314,nonexistent,no
BA2201380,38,blue-collar,single,postgraduate,,no,no,telephone,may,thu,28,nonexistent,no
BA2201381,38,blue-collar,single,postgraduate,,no,no,telephone,may,thu,30,nonexistent,no
BA2201382,45,admin.,married,high school,no,yes,no,telephone,may,thu,103,nonexistent,no
BA2201383,35,technician,married,junior college,no,no,yes,telephone,may,thu,32,nonexistent,no
BA2201384,42,services,married,high school,,no,yes,telephone,may,thu,252,nonexistent,no
BA2201385,56,blue-collar,married,postgraduate,,no,no,telephone,may,thu,20,nonexistent,no
BA2201386,30,technician,married,junior college,no,no,no,telephone,may,thu,369,nonexistent,no
BA2201387,45,blue-collar,married,postgraduate,,yes,no,telephone,may,thu,116,nonexistent,no
BA2201388,39,services,single,high school,,no,no,telephone,may,thu,302,nonexistent,no
BA2201389,36,blue-collar,married,postgraduate,,no,no,telephone,may,thu,31,nonexistent,no
BA2201390,32,admin.,married,undergraduate,,no,yes,telephone,may,thu,190,nonexistent,no
BA2201391,29,admin.,single,high school,no,no,no,telephone,may,thu,149,nonexistent,no
BA2201392,34,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,210,nonexistent,no
BA2201393,36,self-employed,single,postgraduate,no,no,no,telephone,may,thu,180,nonexistent,no
BA2201394,33,management,married,high school,,no,no,telephone,may,thu,234,nonexistent,no
BA2201395,43,unemployed,married,postgraduate,no,no,no,telephone,may,thu,92,nonexistent,no
BA2201396,31,services,married,postgraduate,no,no,no,telephone,may,thu,2087,nonexistent,yes
BA2201397,35,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,102,nonexistent,no
BA2201398,42,admin.,married,undergraduate,no,no,no,telephone,may,thu,193,nonexistent,no
BA2201399,35,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,245,nonexistent,no
BA2201400,44,blue-collar,married,postgraduate,,no,no,telephone,may,thu,190,nonexistent,no
BA2201401,36,technician,divorced,junior college,no,yes,no,telephone,may,thu,223,nonexistent,no
BA2201402,47,admin.,married,undergraduate,no,no,no,telephone,may,thu,42,nonexistent,no
BA2201403,59,technician,married,junior college,,no,no,telephone,may,thu,206,nonexistent,no
BA2201404,29,blue-collar,single,high school,,,,telephone,may,thu,242,nonexistent,no
BA2201405,30,services,single,high school,no,no,no,telephone,may,thu,66,nonexistent,no
BA2201406,38,blue-collar,married,postgraduate,,no,no,telephone,may,thu,173,nonexistent,no
BA2201407,45,management,single,undergraduate,no,no,no,telephone,may,thu,477,nonexistent,no
BA2201408,28,self-employed,single,undergraduate,no,no,no,telephone,may,thu,77,nonexistent,no
BA2201409,37,blue-collar,married,postgraduate,no,no,no,telephone,may,thu,219,nonexistent,no
BA2201410,38,entrepreneur,married,postgraduate,no,yes,yes,telephone,may,thu,205,nonexistent,no
BA2201411,28,admin.,single,postgraduate,no,yes,yes,telephone,may,thu,376,nonexistent,no
BA2201412,31,technician,divorced,junior college,no,yes,yes,telephone,may,thu,453,nonexistent,no
BA2201413,37,blue-collar,married,postgraduate,no,yes,no,telephone,may,thu,151,nonexistent,no
BA2201414,36,housemaid,divorced,undergraduate,no,no,no,telephone,may,thu,767,nonexistent,no
BA2201415,54,housemaid,married,postgraduate,no,yes,no,telephone,may,thu,200,nonexistent,no
BA2201416,53,retired,married,postgraduate,,no,yes,telephone,may,thu,298,nonexistent,no
BA2201417,43,unemployed,married,postgraduate,no,yes,no,telephone,may,thu,305,nonexistent,no
BA2201418,49,admin.,married,high school,no,no,yes,telephone,may,thu,627,nonexistent,no
BA2201419,32,self-employed,divorced,junior college,no,no,no,telephone,may,thu,242,nonexistent,no
BA2201420,36,services,married,high school,no,yes,no,telephone,may,thu,287,nonexistent,no
BA2201421,50,blue-collar,single,postgraduate,,yes,yes,telephone,may,thu,184,nonexistent,no
BA2201422,51,blue-collar,divorced,postgraduate,no,no,no,telephone,may,thu,119,nonexistent,no
